Energy_Meter_ID,Year,Month_Num,Present_Reading,Previous_Reading,Difference,Meter_Constant,Net_Energy_MU,Consumption_Ratio,Meter_Status_OK,Is_Theft,meter_mean_diff,meter_std_diff,meter_mean_net,meter_std_net,meter_record_count,Diff_Zscore,Net_Energy_Zscore,Diff_Deviation_Ratio
SYN_T_0714,2020,1,2621.14,2611.14,10.0,1000,100.0,0.0038297448623972673,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2020,2,2631.14,2621.14,10.0,1000,100.0,0.0038151338730476056,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2020,3,2644.97,2631.14,13.84,1000,138.4,0.005260077380907136,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,1.6892925463809911,1.6892925463809916,1.3760418910633503
SYN_T_0714,2020,4,2659.62,2644.97,14.65,1000,146.5,0.0055388151850493585,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,2.0510764346025407,2.0510764346025407,1.4565761346877228
SYN_T_0714,2020,5,2671.15,2659.62,11.53,1000,115.3,0.004335205781277025,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,0.6575384947862024,0.6575384947862025,1.1463701592456956
SYN_T_0714,2020,6,2683.86,2671.15,12.71,1000,127.1,0.004758250191864927,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,1.1845816899731514,1.1845816899731507,1.2636916499577444
SYN_T_0714,2020,7,2693.86,2683.86,10.0,1000,100.0,0.0037259767648088944,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2020,8,2704.28,2693.86,10.42,1000,104.2,0.0038680555039979805,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,0.1617605738900056,0.16176057389000562,1.036008417982667
SYN_T_0714,2020,9,2714.28,2704.28,10.0,1000,100.0,0.00369784193944414,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2020,10,2724.28,2714.28,10.0,1000,100.0,0.0036842182825648053,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2020,11,2734.28,2724.28,10.0,1000,100.0,0.0036706946422540997,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2020,12,2744.28,2734.28,10.0,1000,100.0,0.00365726992114926,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,1,2754.38,2744.28,10.1,1000,101.0,0.0036803824682612556,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,0.018833605703714403,0.018833605703714406,1.0041924205014334
SYN_T_0714,2021,2,2764.38,2754.38,10.0,1000,100.0,0.0036305811108125964,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,3,2774.38,2764.38,10.0,1000,100.0,0.003617447673619401,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,4,2786.57,2774.38,12.18,1000,121.8,0.004390170056012515,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,0.9478588989146063,0.9478588989146063,1.2109964041294514
SYN_T_0714,2021,5,2800.37,2786.57,13.81,1000,138.1,0.00495591354245542,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,1.6758931431135267,1.6758931431135262,1.3730591412994848
SYN_T_0714,2021,6,2811.37,2800.37,10.99,1000,109.9,0.003924481407813968,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,0.41634923597183665,0.4163492359718367,1.0926806634961141
SYN_T_0714,2021,7,2821.37,2811.37,10.0,1000,100.0,0.0035569846729530444,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,8,2831.37,2821.37,10.0,1000,100.0,0.0035443773769480787,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,9,2841.37,2831.37,10.0,1000,100.0,0.0035318591353302466,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,10,2851.37,2841.37,10.0,1000,100.0,0.0035194290078377683,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,11,2861.37,2851.37,10.0,1000,100.0,0.0035070860673991804,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2021,12,2871.37,2861.37,10.0,1000,100.0,0.003494829399902844,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2022,1,2881.04,2871.37,9.67,1000,96.7,0.003367730386540223,1,1,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.17322450779661408,-0.1732245077966141,0.9614396738860258
SYN_T_0714,2022,2,2893.53,2881.04,12.49,1000,124.9,0.004335240052203371,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,1.086319399345076,1.0863193993450762,1.2418181516893965
SYN_T_0714,2022,3,2901.3,2893.53,7.77,1000,77.69999999999999,0.0026853013447242636,1,1,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-1.0218533814027173,-1.021853381402718,0.7725321888412017
SYN_T_0714,2022,4,2915.14,2901.3,13.84,1000,138.4,0.004770275393788991,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,1.6892925463809911,1.6892925463809916,1.3760418910633503
SYN_T_0714,2022,5,2927.78,2915.14,12.64,1000,126.4,0.004335983863553723,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,1.1533164156824,1.1533164156824,1.2567319005087247
SYN_T_0714,2022,6,2937.83,2927.78,10.05,1000,100.5,0.0034326349657419616,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.0034987330753930984,-0.003498733075393575,0.9992211708949907
SYN_T_0714,2022,7,2947.83,2937.83,10.0,1000,100.0,0.003403872926615904,1,0,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-0.02583107185450139,-0.025831071854501557,0.9942499212885479
SYN_T_0714,2022,8,2953.14,2947.83,5.32,1000,53.2,0.0018047173683692751,1,1,10.057833333333333,2.238905673720805,100.57833333333333,22.389056737208044,60,-2.116137981579008,-2.1161379815790085,0.5289409581255076
