DateTime,MW,Hour,DayOfWeek,DayOfMonth,Month,Year,Quarter,WeekOfYear,IsWeekend,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,MW_lag_1,MW_lag_2,MW_lag_3,MW_lag_6,MW_lag_12,MW_rolling_mean_3,MW_rolling_std_3,MW_rolling_min_3,MW_rolling_max_3,MW_rolling_mean_6,MW_rolling_std_6,MW_rolling_min_6,MW_rolling_max_6,MW_diff_1,MW_diff_2
2020-01-01 01:00:00,0.0333333333333333,1,2,1,1,2020,1,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.22222222222222218,0.32716515254078793,0.0333333333333333,0.6,0.7822222222222223,1.5732015010681129,0.0333333333333333,3.96,0.0,0.5666666666666667
2020-01-02 01:00:00,0.0333333333333333,1,3,2,1,2020,1,1,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.22222222222222218,0.32716515254078793,0.0333333333333333,0.6,0.7822222222222223,1.5732015010681129,0.0333333333333333,3.96,0.0,0.5666666666666667
2020-01-03 16:00:00,0.6,16,4,3,1,2020,1,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.22222222222222218,0.32716515254078793,0.0333333333333333,0.6,0.7822222222222223,1.5732015010681129,0.0333333333333333,3.96,0.5666666666666667,0.5666666666666667
2020-01-04 10:00:00,3.96,10,5,4,1,2020,1,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.6,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,1.5311111111111109,2.1224758429022708,0.0333333333333333,3.96,0.7822222222222223,1.5732015010681129,0.0333333333333333,3.96,3.36,3.9266666666666667
2020-01-05 01:00:00,0.0333333333333333,1,6,5,1,2020,1,1,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,3.96,0.6,0.0333333333333333,0.0333333333333333,0.0333333333333333,1.5311111111111113,2.1224758429022708,0.0333333333333333,3.96,0.7822222222222223,1.5732015010681129,0.0333333333333333,3.96,-3.9266666666666667,-0.5666666666666667
2020-01-06 01:00:00,0.0333333333333333,1,0,6,1,2020,1,2,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0333333333333333,3.96,0.6,0.0333333333333333,0.0333333333333333,1.3422222222222222,2.2670620570179305,0.0333333333333333,3.96,0.7822222222222223,1.5732015010681129,0.0333333333333333,3.96,0.0,-3.9266666666666667
2020-01-06 07:00:00,2.08,7,0,6,1,2020,1,2,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0333333333333333,0.0333333333333333,3.96,0.0333333333333333,0.0333333333333333,0.7155555555555555,1.1816435509414345,0.0333333333333333,2.08,1.1233333333333333,1.6000041666612415,0.0333333333333333,3.96,2.046666666666667,2.046666666666667
2020-01-06 10:00:00,15.4,10,0,6,1,2020,1,2,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,2.08,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,5.837777777777778,8.34411657885252,0.0333333333333333,15.4,3.684444444444445,5.934297549618439,0.0333333333333333,15.4,13.32,15.366666666666667
2020-01-08 01:00:00,0.0333333333333333,1,2,8,1,2020,1,2,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,15.4,2.08,0.0333333333333333,0.6,0.0333333333333333,5.837777777777777,8.34411657885252,0.0333333333333333,15.4,3.59,5.997378316120026,0.0333333333333333,15.4,-15.366666666666667,-2.046666666666667
2020-01-09 01:00:00,0.00333333333333333,1,3,9,1,2020,1,2,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0333333333333333,15.4,2.08,3.96,0.0333333333333333,5.145555555555556,8.880622058625631,0.00333333333333333,15.4,2.930555555555556,6.163778212415812,0.00333333333333333,15.4,-0.029999999999999968,-15.396666666666667
